words,00s,10s,20s,50s,60s,70s,80s,90s
ingredient,0,0,1,0,0,0,0,0
ingrosso,0,0,1,0,0,0,0,0
inhabitant,1,0,0,0,0,0,0,0
inhabited,1,0,0,0,0,0,0,0
inhalation,1,0,0,0,0,0,0,0
inhale,1,0,0,0,0,0,0,0
inhaling,1,0,0,0,0,0,0,0
inhere,0,0,1,0,0,0,0,0
inherent,0,0,1,0,0,0,0,0
inhering,0,0,1,0,0,0,0,0
inherit,0,0,0,0,1,0,0,0
inheritance,1,0,0,0,0,0,0,1
inherited,1,0,0,0,0,1,0,0
inheriting,0,0,0,0,0,0,1,0
inhuman,1,0,0,0,0,1,0,0
initial,1,0,1,0,0,1,0,0
initiate,0,0,1,0,0,0,0,0
initiated,0,0,1,0,0,0,0,0
initiation,0,0,1,0,0,0,0,0
initiative,0,0,1,0,0,0,0,0
inject,0,1,0,0,0,0,0,0
injected,0,0,0,0,0,1,0,0
injection,1,1,0,0,0,0,0,0
injun,1,0,0,0,0,0,1,0
injunction,1,0,0,0,0,0,0,0
injure,1,0,0,0,0,0,0,0
injured,1,0,0,0,0,0,0,0
injurious,0,0,1,0,0,0,0,0
injury,1,0,1,0,0,1,0,0
injustice,1,0,0,0,0,0,0,0
ink,2,1,1,0,1,0,0,0
inkpot,1,0,0,0,0,0,0,0
inlaid,1,0,1,0,0,0,0,0
inmost,1,0,0,0,0,0,0,0
inn,0,0,2,0,0,0,0,0
inna,0,0,1,0,0,0,0,0
inner,1,1,1,0,0,1,0,0
innermost,1,0,1,0,0,0,0,0
innervisions,0,0,1,0,0,0,0,0
innit,0,0,0,0,0,0,0,1
innocence,1,0,1,0,0,2,0,0
innocent,4,1,2,0,0,2,1,0
innocents,1,0,0,0,0,0,0,0
innovation,1,0,1,0,0,0,0,0
innumerable,1,0,0,0,0,0,0,0
inoculating,1,0,0,0,0,0,0,0
inoculum,0,0,0,0,0,0,1,0
inoperative,0,0,1,0,0,0,0,0
inpatient,0,1,0,0,0,0,0,0
inquire,1,0,1,0,0,1,0,0
inquired,1,0,0,0,0,0,0,0
inquiring,1,0,1,0,0,0,0,0
inquiry,1,0,1,0,0,0,0,0
inquisitive,1,0,0,0,0,0,0,0
insane,1,0,2,0,1,5,1,5
insanity,2,0,0,0,0,0,0,0
insatiable,0,0,0,0,0,1,0,0
inscribe,1,0,0,0,0,0,0,0
inscribed,1,0,0,0,0,0,0,0
inscription,1,0,0,0,0,0,0,0
insect,1,0,0,0,0,0,0,0
insecure,1,0,1,0,1,0,0,0
insensate,1,0,0,0,0,0,0,0
insensible,0,0,1,0,0,0,0,0
inseparable,1,0,0,0,0,0,0,0
inseparably,0,0,1,0,0,0,0,0
inserted,1,0,0,0,0,0,0,0
inside,11,2,2,0,7,11,6,8
insidious,1,0,0,0,0,0,0,0
insight,1,0,1,0,0,0,0,0
insignificance,1,0,0,0,0,0,0,0
insignificant,1,0,0,0,0,0,0,0
insincere,1,0,0,0,0,0,0,0
insipid,1,0,0,0,0,0,0,0
insist,1,0,0,0,0,0,0,0
insisted,1,0,0,0,0,0,0,1
insistence,1,0,0,0,0,0,0,0
insistent,1,0,0,0,0,0,0,0
insistently,0,0,0,0,0,1,0,0
insisting,1,0,0,0,0,1,0,0
insists,0,0,1,0,0,0,0,0
insolence,1,0,0,0,0,1,0,0
insolent,1,0,0,0,0,0,0,0
insoluble,1,0,0,0,0,0,0,0
insomnia,1,0,0,0,0,0,0,0
inspect,1,0,1,0,0,0,0,0
inspected,1,0,0,0,0,0,0,0
inspection,1,1,0,0,0,0,0,0
inspects,0,1,1,0,0,0,0,0
inspirai,0,0,0,0,0,0,0,1
inspiration,2,1,0,0,0,1,0,1
inspire,1,0,0,0,0,0,0,0
inspired,1,0,2,0,0,0,0,1
inspires,1,0,1,0,0,0,0,0
instability,1,0,2,0,0,0,0,0
instagram,0,0,1,0,0,0,0,0
install,1,0,0,0,0,0,1,0
installation,1,0,1,0,0,0,0,0
installed,1,0,0,0,0,0,0,0
instance,1,0,3,0,0,1,0,1
instant,1,0,1,0,0,2,0,1
instantaneous,0,0,1,0,0,1,0,0
instantaneously,0,0,1,0,0,0,0,0
instantaneousness,1,0,0,0,0,0,0,0
instantly,1,0,0,0,0,0,0,0
instead,1,1,2,0,1,2,1,1
instigate,1,0,0,0,0,0,0,0
instilled,1,0,0,0,0,0,0,0
instinct,1,1,2,0,0,1,1,0
instinctive,1,0,0,0,0,0,0,0
instinctively,1,1,1,0,0,0,0,0
institute,1,0,1,0,0,0,0,0
instituted,0,0,1,0,0,0,0,0
institution,0,0,0,0,0,3,0,0
instructed,0,0,1,0,0,0,0,0
instruction,1,0,1,0,0,0,0,0
instructive,1,0,0,0,0,0,0,0
instructor,1,0,0,0,0,0,0,0
instructs,0,0,1,0,0,0,0,0
instrument,1,0,3,0,0,1,0,0
instrumentality,0,0,1,0,0,0,0,0
instrumentally,0,0,1,0,0,0,0,0
insufferable,1,0,0,0,0,0,0,0
insufficiency,0,0,1,0,0,0,0,0
insufficient,1,0,0,0,0,0,1,0
insufflation,0,0,0,0,0,1,0,0
insulated,0,0,0,0,0,1,0,0
insulates,0,0,0,0,0,1,0,0
insult,2,0,2,0,0,0,0,0
insulted,0,0,1,0,0,0,0,0
insuperable,1,0,0,0,0,0,0,0
insupportable,1,0,0,0,0,0,0,0
insured,0,0,0,0,0,0,0,1
insurmountable,1,0,0,0,0,0,0,0
int,0,1,2,0,0,0,0,0
intact,1,0,1,0,0,0,1,0
intangible,1,0,0,0,0,1,0,0
integral,0,1,1,0,0,0,0,0
integrating,1,0,1,0,0,0,0,0
integritas,0,0,0,0,0,1,0,0
integrity,0,0,1,0,0,0,1,0
intellect,1,0,5,0,0,1,0,0
intellection,0,0,0,0,0,1,0,0
intellective,0,0,2,0,0,0,0,0
intellectsuch,0,0,1,0,0,0,0,0
intellectual,1,0,2,0,0,3,0,0
intellectuality,1,0,0,0,0,0,0,0
intellectually,0,0,1,0,0,0,0,0
intellectuals,1,0,0,0,0,0,0,0
intelligence,1,0,2,0,0,1,0,0
intelligent,1,1,1,0,0,0,0,0
intelligently,1,0,0,0,0,0,0,0
intelligibility,0,0,1,0,0,0,0,0
intelligible,1,0,3,0,0,1,0,0
intelligibles,0,0,2,0,0,0,0,0
intelligibly,0,0,1,0,0,0,0,0
intend,1,0,0,0,0,1,0,0
intended,1,0,1,0,0,1,0,0
intending,1,0,0,0,0,0,0,0
intends,0,0,1,0,0,0,0,0
intense,1,1,3,0,0,0,0,1
intensely,1,0,0,0,0,0,0,0
intensification,0,0,1,0,0,0,0,0
intensity,1,0,1,0,0,0,0,0
intent,0,1,0,0,0,2,0,0
intention,1,0,1,0,0,0,1,1
intentional,1,0,0,0,0,0,0,0
intently,0,1,1,0,0,1,0,0
inter,1,0,0,0,0,0,0,0
intercede,1,0,0,0,0,0,0,0
intercept,0,1,0,0,0,0,0,0
intercepted,1,0,0,0,0,0,0,0
intercession,0,0,1,0,0,0,0,0
interchangeable,1,0,0,0,0,0,0,0
interchanging,1,0,0,0,0,0,0,0
intercourse,0,0,1,0,0,0,0,0
intercut,0,0,1,0,0,0,0,0
interdits,0,0,0,0,0,0,0,1
interest,1,1,2,0,0,1,0,1
interested,1,0,2,0,0,1,0,0
interesting,2,0,1,0,0,1,0,0
interfere,1,0,0,0,0,0,0,0
interfering,1,0,0,0,0,0,0,0
interior,0,1,1,0,0,0,0,1
interlocked,0,0,1,0,0,0,0,0
intermediary,0,0,1,0,0,0,0,0
intermediate,0,0,1,0,0,0,0,0
intermediation,0,0,1,0,0,0,0,0
interminable,1,0,0,0,0,0,0,0
interminably,1,0,0,0,0,0,0,0
intermingling,0,0,1,0,0,0,0,0
intermittent,1,0,1,0,0,0,0,0
intermixed,0,0,1,0,0,0,0,0
internal,1,0,2,0,0,0,0,0
internalised,1,0,0,0,0,0,0,0
international,0,0,1,0,0,1,0,0
internet,0,1,1,0,0,0,0,0
interpolation,1,0,0,0,0,0,0,0
interposed,1,0,0,0,0,0,0,0
interposition,1,0,0,0,0,0,0,0
interpret,1,0,0,0,0,0,0,0
interpretation,2,0,1,0,0,0,0,0
interpreted,1,0,0,0,0,0,0,0
interpreter,1,0,0,0,0,0,0,0
interpreting,1,0,0,0,0,0,0,0
interrelationship,0,0,1,0,0,0,0,0
interrogate,1,0,0,0,0,0,0,0
interrogates,1,0,0,0,0,0,0,0
interrogation,1,0,1,0,0,0,0,0
interrogative,1,0,0,0,0,0,0,0
interrupt,1,1,1,0,0,0,0,1
interrupted,1,0,2,0,0,1,0,0
interrupter,0,0,1,0,0,0,0,0
interrupting,1,0,0,0,0,0,0,0
interruption,1,1,0,0,0,0,0,1
intersection,1,0,2,0,0,0,0,0
interspersed,1,0,0,0,0,0,0,0
interstice,0,0,0,0,0,1,0,0
intertwine,0,0,0,0,0,0,0,1
interval,1,0,0,0,0,0,0,0
intervene,1,1,0,0,0,0,0,0
intervened,1,0,0,0,0,0,0,0
intervenes,0,0,1,0,0,0,0,0
intervening,1,0,1,0,0,0,0,0
intervention,1,0,1,0,0,0,0,0
interview,1,0,0,0,0,0,0,1
interviewed,0,0,1,0,0,0,0,0
intext,0,1,0,0,0,0,0,0
intimacy,1,0,0,0,0,1,0,0
intimate,1,0,1,0,0,0,0,0
intimidate,1,0,0,0,0,0,0,0
into,0,1,0,0,0,0,0,0
intolerable,1,0,0,0,0,0,0,0
intonate,0,0,0,0,0,0,0,1
intonation,1,0,0,0,0,0,0,0
intoned,0,0,0,0,0,1,0,0
intoning,1,0,0,0,0,1,0,0
intoxicated,1,0,0,0,0,0,0,0
intoxication,1,0,0,0,0,0,0,0
intran,1,0,0,0,0,0,0,0
intricate,1,1,1,0,0,1,0,0
intrigue,1,0,0,0,0,1,0,0
intriguing,0,0,1,0,0,0,0,0
intrinsic,0,0,1,0,0,0,0,0
introduce,2,0,2,0,1,0,0,0
introduced,2,0,1,0,0,0,0,0
introducer,1,0,0,0,0,0,0,0
introduces,1,0,1,0,0,0,0,0
introducing,1,0,2,0,0,0,0,0
introduction,1,0,0,0,0,1,0,1
intruder,0,0,1,0,0,0,0,0
intrusion,0,1,2,0,0,1,0,0
intuition,1,0,0,0,1,1,0,0
intuitive,1,0,0,0,0,0,0,0
invade,0,0,0,0,0,0,0,1
invades,0,0,0,0,0,0,1,0
invading,1,0,0,0,0,0,0,0
invalid,2,0,0,0,0,0,0,0
invalidate,1,0,0,0,0,0,0,0
invaluable,1,0,0,0,0,0,0,0
invariable,1,0,0,0,0,0,0,0
invariably,1,0,1,0,0,0,0,0
invasion,0,0,1,0,0,0,0,0
invent,1,0,0,0,0,0,0,0
invented,0,0,1,0,0,1,0,1
inventing,0,0,0,0,0,0,0,1
invention,1,0,1,0,0,1,0,0
inventive,1,0,0,0,0,0,1,0
inventor,1,0,0,0,0,0,0,0
inverarity,0,0,0,0,0,1,0,0
inverted,1,1,1,0,0,1,0,0
invest,1,0,0,0,0,0,0,0
invested,1,0,0,0,0,0,0,0
investigates,0,0,1,0,0,0,0,0
investigator,0,0,1,0,0,0,0,0
investor,0,0,0,0,0,1,0,0
invincibility,0,0,1,0,0,0,0,0
inviolable,1,0,0,0,0,0,0,0
invisible,1,1,2,0,1,1,1,1
invisibly,1,0,0,0,0,0,0,0
invitation,1,1,0,0,0,1,0,1
invite,1,1,0,0,0,1,0,0
invited,1,1,0,0,0,1,0,0
inviting,0,0,0,0,0,1,0,1
invocation,1,0,0,0,0,0,0,0
invoived,0,0,0,0,0,0,0,1
invoke,1,0,1,0,0,0,0,0
involuntarily,0,1,0,0,0,0,0,0
involuntary,1,1,0,0,0,0,0,0
involve,1,0,1,0,0,0,0,0
involved,2,0,2,0,0,0,0,0
involves,0,0,1,0,0,0,0,0
involving,0,0,1,0,0,0,0,0
inward,1,0,1,0,0,0,0,0
inwardly,1,0,0,0,0,0,0,0
inwards,0,0,0,0,0,0,0,1
ioad,0,0,0,0,0,0,0,1
ioads,0,0,0,0,0,0,0,1
iogic,0,0,0,0,0,0,0,1
iolite,0,0,1,0,0,0,0,0
iong,0,0,0,0,0,0,0,1
iongs,0,0,0,0,0,0,0,1
iook,0,0,0,0,0,0,0,1
iooked,0,0,0,0,0,0,0,1
iooking,0,0,0,0,0,0,0,1
iooks,0,0,0,0,0,0,0,1
iose,0,0,0,0,0,0,0,1
iost,0,0,0,0,0,0,0,1
iot,0,0,0,0,0,0,0,1
iots,0,0,0,0,0,0,0,1
iou,0,0,0,0,0,0,0,1
iove,0,0,0,0,0,0,0,1
ioveiy,0,0,0,0,0,0,0,1
iow,0,0,0,0,0,0,0,1
ipad,0,1,0,0,0,0,0,0
iphone,0,1,0,0,0,0,0,0
ipso,0,0,0,0,0,1,0,0
ira,0,0,0,0,0,0,0,1
iranian,0,0,1,0,0,0,0,0
irascibility,0,0,1,0,0,0,0,0
irascible,0,0,1,0,0,0,0,0
ireland,0,0,1,0,0,1,0,0
irie,0,0,1,0,0,0,0,0
iris,1,0,0,0,0,0,0,0
irish,0,0,1,0,0,1,0,0
irishman,0,0,0,0,0,1,0,0
irk,0,0,0,0,0,1,0,0
iron,1,0,3,0,0,3,0,0
ironic,1,0,0,0,0,0,0,0
ironical,1,0,0,0,0,0,0,0
ironically,1,0,0,0,0,0,0,0
irony,1,0,0,0,0,0,0,2
irrational,1,0,1,0,0,0,0,0
irreducible,1,0,0,0,0,0,0,0
irrefutable,1,0,0,0,0,0,0,0
irregular,1,0,0,0,0,1,0,0
irregularity,1,0,0,0,0,0,0,0
irrelevant,0,0,2,0,0,0,0,0
irremediable,1,0,0,0,0,0,0,0
irreparable,1,0,0,0,0,0,0,0
irrepressible,1,0,0,0,0,0,0,0
irresistible,1,0,0,0,0,0,0,0
irresolutely,0,0,0,0,0,1,0,0
irrevocable,2,0,0,0,0,0,0,0
irrevocably,1,0,0,0,0,0,0,0
irritate,1,0,0,0,0,0,0,0
irritated,1,0,0,0,0,0,0,0
irritating,1,0,0,0,0,0,0,0
irritation,1,0,0,0,0,1,0,0
irvin,0,0,0,0,0,0,0,1
is,3,1,10,0,3,8,1,4
isaac,0,0,1,0,0,0,0,1
isaiah,0,0,1,0,0,0,0,0
isiand,0,0,0,0,0,0,0,1
isie,0,0,0,0,0,0,0,1
island,2,0,1,0,3,3,0,2
isle,2,0,0,0,0,0,0,1
isley,0,0,1,0,0,0,0,0
ismael,0,0,1,0,0,0,0,0
ismène,1,0,0,0,0,0,0,0
isn,3,1,0,0,0,0,0,0
isnt,0,0,0,0,1,1,0,1
isolate,1,0,0,0,0,0,0,0
isolated,1,0,0,0,0,0,0,0
isolating,1,0,0,0,0,0,0,0
isolation,1,0,0,0,0,0,0,2
israel,1,0,0,0,0,0,0,0
israelite,1,0,0,0,0,0,0,0
israels,2,0,0,0,0,0,0,0
issa,0,0,0,0,0,0,0,1
issuance,0,0,1,0,0,0,0,0
issue,1,1,3,0,0,0,0,0
issued,1,0,1,0,0,0,0,0
issuing,0,0,1,0,0,0,0,0
it,14,3,11,0,10,20,13,8
italian,1,0,1,0,0,2,0,0
italianm,0,0,1,0,0,0,0,0
italy,1,0,1,0,0,0,0,0
itching,1,0,0,0,0,1,0,0
itchy,0,0,0,0,0,1,0,0
item,1,0,1,0,0,1,0,0
itii,0,0,0,0,0,0,0,1
itll,0,0,1,0,0,2,1,0
itsah,0,0,0,0,0,1,0,0
itself,1,1,2,0,0,1,0,1
iuck,0,0,0,0,0,0,0,1
iump,0,0,0,0,0,0,0,1
iv,1,0,1,0,0,0,0,0
ivoire,0,0,0,0,0,1,0,0
ivory,0,0,0,0,0,1,0,0
ivy,0,0,1,0,0,1,0,0
ivyxm,0,0,1,0,0,0,0,0
ix,0,0,1,0,0,0,0,0
iyrics,0,0,0,0,0,0,0,1
izniik,0,0,1,0,0,0,0,0
izz,0,0,1,0,0,0,0,0
izzy,0,0,1,0,0,0,0,0
jaarsma,0,0,0,0,0,0,0,1
jabbour,0,0,0,0,0,0,0,1
jacin,0,0,1,0,0,0,0,0
jack,1,0,3,0,2,2,1,0
jackass,0,0,0,0,0,1,0,0
jacked,0,0,1,0,0,0,0,1
jacket,1,0,1,0,0,1,0,0
jackeys,0,0,0,0,0,0,0,1
jackhammer,0,0,1,0,0,0,0,0
jackhammering,0,0,1,0,0,0,0,0
jackie,0,0,2,0,0,1,0,0
jacksie,0,0,0,0,0,0,0,1
jackson,0,0,2,0,0,0,0,0
jacky,0,0,0,0,0,0,1,0
jackys,0,0,0,0,0,0,1,0
jacob,0,0,2,0,0,1,0,1
jacqueline,0,0,1,0,0,0,0,0
jacuzzi,0,1,0,0,0,0,0,0
jade,0,0,1,0,0,0,0,0
jaded,1,0,0,0,0,1,0,0
jaden,0,0,1,0,0,0,0,0
jae,0,0,1,0,0,0,0,0
jaet,0,0,1,0,0,0,0,0
jag,0,0,0,0,0,0,0,1
jagged,0,0,1,0,0,1,0,0
jahi,0,0,1,0,0,0,0,0
jahnay,0,0,1,0,0,0,0,0
jai,0,0,0,0,0,1,0,0
jail,1,0,1,1,0,1,0,1
jailbird,0,0,0,1,0,0,0,0
jailed,0,0,0,0,1,0,0,0
jailer,0,0,0,0,0,1,0,0
jailhouse,0,0,1,1,0,1,0,0
jaimie,0,0,0,0,0,0,0,1
jaina,0,0,0,0,0,0,0,1
jaira,0,0,1,0,0,0,0,0
jake,0,2,1,0,0,0,0,0
jam,0,1,2,0,0,1,1,0
jamaica,1,0,0,0,0,0,0,0
jamaican,1,0,0,0,0,0,0,0
jamboree,0,0,0,0,0,0,0,1
james,0,0,3,0,0,2,1,2
jamie,0,0,1,0,0,0,0,0
jammed,0,1,1,0,0,1,0,0
jamming,0,0,0,0,0,1,0,0
jamroom,0,0,0,0,0,0,0,1
jan,0,0,0,0,0,0,0,1
jane,1,0,1,0,0,0,0,1
janelle,0,0,1,0,0,0,0,0
janes,0,0,1,0,0,0,0,0
janet,0,0,1,0,0,0,0,0
jangle,0,0,0,0,1,0,0,0
jangled,0,0,0,0,0,1,0,0
jangs,0,0,1,0,0,0,0,0
janie,0,0,0,0,0,0,0,1
janies,0,0,0,0,0,0,0,1
janine,0,0,1,0,0,0,0,0
janines,0,0,1,0,0,0,0,0
janis,0,0,2,0,0,0,0,0
janosz,0,0,1,0,0,0,0,0
janoszs,0,0,1,0,0,0,0,0
january,1,0,1,0,0,0,0,1
januaryjanuary,0,0,1,0,0,0,0,0
janvier,0,0,0,0,0,0,0,1
jap,0,0,0,0,0,0,1,0
japan,1,0,1,0,0,2,0,0
japanese,1,0,1,0,0,0,0,0
japhetics,1,0,0,0,0,0,0,0
jar,0,0,1,0,1,3,1,0
jardin,1,0,0,0,0,0,0,0
jared,0,0,0,0,0,0,1,0
jargon,1,0,0,0,0,1,0,0
jarren,0,0,1,0,0,0,0,0
jarvies,0,0,0,0,0,1,0,0
jarvis,0,0,0,0,0,0,0,1
jasmine,0,0,1,0,0,0,0,0
jason,0,0,1,0,0,0,0,1
jattends,0,0,0,0,0,0,0,1
jaurais,0,0,0,0,0,0,0,1
java,0,0,1,0,0,0,0,0
javoue,0,0,0,0,0,0,0,1
jaw,1,1,2,0,0,1,0,2
jawed,0,1,0,0,0,0,0,0
jay,0,0,1,0,0,0,0,0
jaye,0,2,0,0,0,0,0,0
jaylon,0,0,1,0,0,0,0,0
jayne,0,0,1,0,0,0,0,0
jayz,0,0,1,0,0,0,0,0
jazmine,0,0,1,0,0,0,0,0
jazz,0,0,1,0,0,1,0,2
jb,0,0,1,0,0,0,0,0
je,0,0,0,0,0,1,0,1
jeaious,0,0,0,0,0,0,0,1
jealous,1,0,0,0,0,1,1,0
jealously,1,0,0,0,0,0,0,0
jealousy,2,0,0,0,0,0,0,0
jean,0,0,1,0,2,2,1,2
jeanbaptiste,1,0,0,0,0,0,0,0
jeando,0,0,0,0,0,0,0,1
jeanjacques,0,0,0,0,0,1,0,0
jeanluc,0,0,0,0,0,0,0,1
jeannette,0,0,0,0,0,0,0,1
jeannot,0,0,0,0,0,0,0,1
jeanpierre,0,0,0,0,0,0,0,1
jefe,0,0,1,0,0,0,0,0
jeff,0,0,1,0,0,0,0,0
jefferson,0,0,1,0,0,0,0,0
jeffries,0,0,1,0,0,0,0,0
jello,0,0,1,0,0,0,0,0
jelly,1,0,0,0,0,0,2,0
jenkins,0,0,1,0,0,0,0,0
jennifer,0,0,1,0,0,0,0,0
jenny,0,0,1,0,0,0,0,0
jeopardised,1,0,0,0,0,0,0,0
jeremih,0,0,1,0,0,0,0,0
jeremy,0,1,1,0,0,0,0,2
jerk,0,0,2,0,0,0,1,0
jerked,1,0,1,0,0,1,0,0
jerkily,1,0,0,0,0,0,0,0
jerking,0,0,0,0,0,1,0,0
jerry,0,0,1,0,0,0,0,0
jersey,0,0,2,0,0,1,0,0
jerusalem,2,0,0,0,0,0,0,0
jess,0,0,1,0,0,0,0,0
jessamine,1,0,0,0,0,0,0,0
jesse,0,2,1,0,0,0,0,0
jessica,0,0,0,0,0,0,0,1
jessie,0,1,1,0,0,0,0,0
jest,0,0,0,0,0,1,0,0
jester,0,0,0,0,0,1,1,0
jesting,0,0,0,0,0,1,0,0
jesu,0,0,0,0,0,1,0,0
jesuit,0,0,0,0,0,1,0,0
jesus,3,1,2,0,1,3,2,7
jesuslesfilles,0,0,0,0,0,0,0,1
jet,0,0,3,0,0,2,3,1
jethro,0,0,1,0,0,0,0,0
jeu,0,0,0,0,0,0,0,1
jew,3,0,0,0,0,1,0,0
jewboys,0,0,1,0,0,0,0,0
jewel,1,0,0,0,1,1,0,0
jewelled,0,0,0,0,0,1,0,0
jeweller,2,0,0,0,0,0,0,0
jewelry,0,0,1,0,0,0,0,0
jewish,1,0,0,0,0,0,0,0
jews,1,0,0,0,0,0,0,0
jgrrey,0,0,1,0,0,0,0,0
jibe,0,0,0,0,0,1,0,0
jibing,0,0,0,0,0,1,0,0
jigsaw,0,0,0,0,0,0,0,2
jil,0,0,1,0,0,0,0,0
jillian,0,0,1,0,0,0,0,0
jim,0,0,1,0,0,2,0,0
jimi,0,0,3,0,0,0,0,0
jimmy,0,0,2,0,1,0,1,1
jingle,0,0,1,0,1,1,0,0
jingling,0,0,0,0,0,1,0,0
jinjer,0,0,0,0,0,0,1,0
jive,0,0,0,0,1,2,2,1
jiving,0,0,0,0,0,1,0,0
jo,0,1,0,0,0,1,0,0
joan,0,0,1,0,1,0,0,0
joao,0,0,1,0,0,0,0,0
job,2,1,4,0,0,7,1,3
jobim,0,0,1,0,0,0,0,0
jobmasters,1,0,0,0,0,0,0,0
jocabimus,0,0,0,0,0,1,0,0
jocelyne,0,0,0,0,0,0,0,1
jockey,1,0,0,0,0,0,0,0
jocular,1,0,0,0,0,0,0,0
jodeci,0,0,1,0,0,0,0,0
jodnyl,0,0,1,0,0,0,0,0
jody,0,0,0,0,0,0,1,0
joe,0,0,3,0,1,1,0,1
joel,0,0,1,0,0,0,0,0
joey,0,0,1,1,0,0,0,0
jog,0,0,1,0,0,0,0,0
jogger,0,0,1,0,0,0,0,0
jogging,0,1,1,0,0,0,0,0
john,2,1,3,0,0,2,0,1
johnk,0,0,1,0,0,0,0,0
johnny,0,0,3,1,1,2,0,1
johnson,0,1,2,0,0,0,0,0
johnston,0,0,0,0,0,1,0,0
join,1,0,2,0,2,3,0,1
joined,1,0,1,0,0,0,0,0
joining,1,0,1,0,0,0,0,0
joint,0,0,1,1,0,1,0,0
joinville,2,0,0,0,0,0,0,0
joji,0,0,1,0,0,0,0,0
jojo,0,0,1,0,0,1,0,0
joke,1,0,1,0,1,3,1,1
joker,1,0,1,0,2,1,1,0
jokin,0,0,1,0,0,0,0,0
joking,0,0,0,0,0,0,0,1
jolly,1,0,0,0,0,1,0,0
jon,0,0,1,0,0,0,0,0
jonas,0,0,1,0,0,0,0,0
jonathan,0,0,1,0,0,0,0,0
jones,0,0,2,0,0,0,0,2
jonesy,0,0,0,0,0,0,0,1
joni,0,0,1,0,0,0,0,0
jonna,0,0,1,0,0,0,0,0
jonquil,1,0,0,0,0,0,0,0
jonson,0,0,0,0,0,1,0,0
joplin,0,0,2,0,0,0,0,0
jordan,0,0,1,0,0,0,0,0
jordana,0,0,1,0,0,0,0,0
jordy,0,0,1,0,0,0,0,0
jorja,0,0,1,0,0,0,0,0
jose,0,0,2,0,0,0,0,0
joseph,1,0,0,0,0,0,0,2
josephina,0,0,1,0,0,0,0,0
joshua,0,0,1,0,0,0,0,0
jostle,0,0,0,0,0,1,0,0
jostled,1,0,0,0,0,1,0,0
joubert,1,0,0,0,0,0,0,0
joue,0,0,0,0,0,0,0,1
journaiist,0,0,0,0,0,0,0,1
journal,0,0,0,0,0,1,0,0
journalist,2,0,0,0,0,0,0,0
journey,2,0,2,0,0,2,0,0
journeying,1,0,0,0,0,0,0,0
jove,1,0,0,0,0,0,0,0
jovial,1,0,0,0,0,0,0,0
joviality,1,0,0,0,0,0,0,0
joy,1,1,5,0,1,2,1,2
joyce,0,0,0,0,0,0,0,1
joyful,1,0,0,0,0,0,0,0
joyfully,1,0,0,0,0,1,0,0
joyner,0,0,1,0,0,0,0,0
joyous,1,0,0,0,0,0,0,0
joyride,0,0,1,0,0,0,0,0
joël,0,0,0,0,0,0,0,1
jp,0,0,1,0,0,0,0,0
jr,0,0,0,0,0,1,0,0
jt,0,0,1,0,0,0,0,0
juan,0,0,1,0,0,1,0,0
juda,0,0,0,0,0,0,1,0
judaea,1,0,0,0,0,0,0,0
judaism,1,0,0,0,0,0,0,0
jude,1,0,0,0,0,0,0,0
judge,1,0,3,0,0,4,0,1
judged,0,0,1,0,0,1,0,0
judgement,0,0,0,0,1,1,0,0
judging,1,0,1,0,0,0,0,0
judgment,1,0,1,0,0,1,0,0
judicial,1,0,1,0,0,0,0,0
judith,0,0,1,0,0,0,0,0
judy,0,0,1,0,0,0,0,0
jug,0,0,0,0,0,1,0,0
juggle,0,0,0,0,0,1,0,0
juggler,0,0,0,0,1,0,0,0
juice,1,0,1,0,0,1,0,1
juiced,0,0,0,0,1,0,0,0
juiceman,0,0,1,0,0,0,0,0
juicewrld,0,0,1,0,0,0,0,0
juiius,0,0,0,0,0,0,0,1
juillet,0,0,0,0,0,0,0,1
juin,0,0,0,0,0,0,0,1
juju,0,0,0,0,1,0,0,0
jukebox,0,0,0,0,0,1,1,0
jul,0,0,0,0,0,0,0,1
julia,0,0,1,0,0,0,0,1
julian,0,0,1,0,0,0,0,0
julie,0,0,0,0,1,0,0,0
julien,0,0,0,0,0,0,0,1
juliens,1,0,0,0,0,0,0,0
juliet,0,0,1,0,0,1,0,0
july,1,0,1,0,0,0,0,0
julyjuly,0,0,1,0,0,0,0,0
jumble,1,0,0,0,0,0,0,0
jumbo,0,0,2,0,0,0,0,1
jump,1,1,3,0,2,1,3,1
jumped,2,1,0,0,0,2,0,0
jumper,0,0,1,0,0,0,0,0
jumpin,0,0,1,0,0,0,0,0
jumping,1,0,1,1,1,2,1,0
jun,0,0,0,0,0,0,0,1
june,0,0,1,0,0,1,0,1
junejune,0,0,1,0,0,0,0,0
jungle,2,0,2,0,1,0,1,0
junior,1,0,0,0,0,0,0,0
junketing,1,0,0,0,0,0,0,0
junkie,0,0,1,0,0,0,1,1
junky,0,0,1,0,0,0,0,0
juno,1,0,0,0,0,0,0,0
jupien,2,0,0,0,0,0,0,0
jurist,0,0,1,0,0,0,0,0
juror,1,0,0,0,0,0,0,0
jury,0,0,1,0,0,1,0,0
jus,0,0,1,0,0,0,0,0
jussieu,1,0,0,0,0,0,0,0
just,3,1,2,0,0,0,0,1
justa,0,0,0,0,0,0,1,0
justice,1,0,2,0,0,2,0,0
justification,1,0,0,0,0,0,0,0
justified,2,0,0,0,0,0,0,1
justify,0,0,1,0,0,0,1,2
justin,0,0,1,0,0,0,0,0
